Name,Party,Municipality,Education,Year of birth,Language,Gender,My municipality should set a maximum size for elementary school teaching groups,It is justifiable to close down small schools to cut costs,In my municipality pupils should have the opportunity to study Swedish in Finnish-speaking schools before the sixth grade in elementary schools,My municipality should financially support the home care of children under the age of 3,My municipality should attract residents with a baby allowance,Schools and kindergartens should serve less meat,Schools should maintain Christian traditions,If the municipality's income and expenses must be balanced it should be done by cutting expenses rather than raising taxes,Capital gains should not be subject to municipal taxation,The municipality should primarily buy services from companies that it owns,Municipalities should help to finance regional flights,Remote support in looking for jobs is sufficient for unemployed people in small towns,If necessary the municipality should expropriate private land in order to obtain land for construction,My municipality should avoid clear-cutting in the forest areas it owns,The municipality should prioritise construction over preserving the local nature,My municipality should attract more industrial jobs even if it harms the environment,My municipality must strive to achieve carbon neutrality before Finland's national target year of 2035,Even sparsely populated areas of my municipality should have access to public transport to reach services,Immigrants strengthen the vitality of my municipality,My municipality must refuse to accept quota refugees,My municipality should finance events that encourage interaction between different cultures,My municipality should reduce spending on immigrant integration services,Municipalities should compensate for the state cuts in theatre funding,Libraries should be self-service so that my municipality can save on staff salary costs,My municipality should show support for gender and sexual minorities by flying a Pride flag
Markus Nokua,Kesk.,Seinäjoki,alempi korkeakoulututkinto,1978,suomi,male,2,1,2,2,2,0,3,2,1,1,1,2,2,0,1,2,0,2,1,2,2,1,1,1,1
Tuomas Ojajärvi,Vihr.,Seinäjoki,ylempi korkeakoulututkinto,1976,suomi,male,3,1,2,1,1,2,1,2,0,1,0,2,1,3,0,1,2,3,3,0,2,0,2,0,3
Markus Ojala,Vas.,Seinäjoki,alempi korkeakoulututkinto,1980,suomi,male,3,1,3,0,0,3,0,0,0,2,0,0,1,3,0,0,3,2,3,0,3,0,3,0,3
Eetu Ojaniemi,SDP,Seinäjoki,alempi korkeakoulututkinto,1987,suomi,male,3,2,2,2,1,2,2,1,1,3,1,1,2,2,1,1,2,3,3,0,2,0,3,0,3
Sami Orava,Liik.,Seinäjoki,ammattitutkinto,1972,suomi,male,3,2,2,2,1,0,2,3,2,1,2,2,0,2,1,1,1,2,2,2,2,1,2,1,2
Martti Pajulammi,Kesk.,Seinäjoki,alempi korkeakoulututkinto,1947,suomi,male,3,1,0,2,0,0,3,3,2,3,2,3,0,2,0,2,2,3,3,0,3,0,1,2,2
Juha Palo,Kesk.,Seinäjoki,ylempi korkeakoulututkinto,1989,suomi,male,3,1,2,3,2,1,2,2,2,2,1,0,1,2,0,1,1,2,2,1,2,1,1,1,1
Jukka Pasanen,Kesk.,Seinäjoki,ylempi korkeakoulututkinto,1978,suomi,male,2,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1
Lari Paski,Vas.,Seinäjoki,ammattitutkinto,1974,suomi,male,2,1,1,2,1,2,0,1,1,3,0,1,2,3,0,1,2,3,3,1,3,0,3,1,3
Jouko Peltonen,Kesk.,Seinäjoki,ylempi korkeakoulututkinto,1966,suomi,male,3,1,2,3,2,0,3,2,2,2,0,1,0,0,2,1,1,1,2,1,1,1,0,2,0
Timo Perälä,Kok.,Seinäjoki,ylempi korkeakoulututkinto,1978,suomi,male,2,1,2,2,0,1,2,3,3,1,3,2,2,1,1,1,1,2,2,2,2,1,1,1,1
Jaakko Pihlajamäki,Kesk.,Seinäjoki,ylempi korkeakoulututkinto,1954,suomi,male,2,2,2,2,1,1,2,1,3,1,0,3,2,2,1,1,1,1,2,0,2,1,2,1,0
Heikki Veli-Matti Poola,PS,Seinäjoki,alempi korkeakoulututkinto,1964,suomi,male,2,2,1,2,3,1,3,2,1,2,1,2,1,1,1,2,0,2,0,2,1,3,1,2,0
Eemeli Porthen,Kesk.,Seinäjoki,alempi korkeakoulututkinto,1986,suomi,male,1,1,2,2,1,1,2,3,3,3,0,1,2,2,1,2,2,2,3,0,2,1,3,0,2
Arto Prusti,Kesk.,Seinäjoki,alempi korkeakoulututkinto,1957,suomi,male,3,1,1,2,2,0,3,2,2,1,2,2,0,0,2,1,1,2,2,1,1,1,1,2,0
Kimmo Rantanen,KD,Seinäjoki,ylempi korkeakoulututkinto,1962,suomi,male,3,2,3,3,3,1,3,2,0,2,0,2,2,3,1,1,0,3,2,1,1,1,2,1,0
Petri Raunio,SDP,Seinäjoki,ammattitutkinto,1965,suomi,male,3,2,1,3,0,2,2,0,1,2,0,1,1,3,0,1,2,2,2,1,2,1,3,0,3
Gobinda Rijal,SDP,Seinäjoki,alempi korkeakoulututkinto,1989,jokin muu,male,3,1,3,2,1,2,2,2,2,3,2,1,1,2,0,1,2,3,3,0,3,0,2,0,3
Nuutti Rintala,Vihr.,Seinäjoki,ylempi korkeakoulututkinto,1976,suomi,male,3,1,2,2,1,2,0,1,2,2,0,1,1,3,0,1,2,3,3,0,2,0,2,0,3
Toni Rintamäki,Kok.,Seinäjoki,ammattitutkinto,1976,suomi,male,3,1,1,2,1,0,3,3,2,0,1,2,1,0,0,2,0,1,1,3,1,2,0,1,0
Eero Ristilä,Kesk.,Seinäjoki,joku muu,1984,suomi,male,1,0,3,3,3,0,3,1,1,0,3,0,1,0,0,3,3,2,3,0,3,0,3,0,3
Aki Ruotsala,KD,Seinäjoki,ylempi korkeakoulututkinto,1984,suomi,male,2,2,2,3,1,0,3,3,2,1,1,1,1,0,1,2,1,2,1,1,1,1,1,0,0
Marko Salimäki,SDP,Seinäjoki,ammattitutkinto,1982,suomi,male,3,2,3,2,3,1,3,2,1,2,2,2,0,2,1,1,1,2,2,0,3,0,2,0,3
Jouko Salomäki,Liik.,Seinäjoki,alempi korkeakoulututkinto,1962,suomi,male,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1
Terence Sam,Vihr.,Seinäjoki,alempi korkeakoulututkinto,1988,suomi,male,3,1,3,2,1,2,0,1,0,2,2,1,3,2,0,1,3,3,3,0,3,0,2,1,3
Niko Seppelvirta,Kesk.,Seinäjoki,ylempi korkeakoulututkinto,1976,suomi,male,2,2,2,1,0,1,3,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1
Rami Siltala,PS,Seinäjoki,ammattitutkinto,1997,suomi,male,2,1,1,2,2,0,3,3,2,1,1,2,1,1,1,2,0,1,0,3,1,2,1,1,0
Ari Soidinmäki,Kesk.,Seinäjoki,alempi korkeakoulututkinto,1976,suomi,male,3,2,1,2,1,0,2,2,2,0,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2
Mika Suomalainen,Kesk.,Seinäjoki,ammattitutkinto,1971,suomi,male,2,1,2,3,1,0,2,2,2,2,0,1,2,2,1,1,1,2,3,1,2,1,1,1,2
Tarmo Särkelä,SDP,Seinäjoki,alempi korkeakoulututkinto,1960,suomi,male,2,1,1,3,1,0,3,2,0,3,2,2,0,2,1,1,0,2,1,2,1,0,1,3,0
Keijo Tauriainen,Kok.,Seinäjoki,ylempi korkeakoulututkinto,1965,suomi,male,2,1,0,2,1,1,2,3,1,1,1,1,1,0,2,2,0,2,1,0,1,1,2,1,0
Tuomas Timonen,SDP,Seinäjoki,ylempi korkeakoulututkinto,1991,suomi,male,3,1,1,1,2,2,0,1,0,3,1,1,2,0,1,2,2,3,3,0,3,0,3,1,3
Juuso Tuomaala,Kok.,Seinäjoki,alempi korkeakoulututkinto,1985,suomi,male,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2
Tomi Turunen,SDP,Seinäjoki,ylioppilas,1980,suomi,male,2,1,3,1,1,3,1,1,2,3,1,2,1,2,1,0,2,3,3,0,3,0,3,1,3
Teemu Tuuttila,Vas.,Seinäjoki,alempi korkeakoulututkinto,1982,suomi,male,3,0,3,2,0,3,0,0,0,2,0,0,0,3,0,1,3,3,3,0,3,0,2,0,3
Klaus Varis,Kok.,Seinäjoki,ylempi korkeakoulututkinto,1976,suomi,male,1,1,2,1,1,1,2,3,3,2,1,2,0,1,2,3,1,0,1,2,1,2,1,1,1
Jukka Vieri,Kesk.,Seinäjoki,ylempi korkeakoulututkinto,1986,suomi,male,3,1,3,2,1,0,2,2,2,2,1,0,2,2,0,2,1,3,3,0,2,1,3,1,2
Jukka Vihriälä,Kesk.,Seinäjoki,ylempi korkeakoulututkinto,1945,suomi,male,2,1,2,2,3,0,2,2,2,2,1,2,0,1,1,2,1,2,2,1,1,2,1,2,0
Antti Viita,Kok.,Seinäjoki,ylempi korkeakoulututkinto,1994,suomi,male,2,1,2,1,0,1,2,3,2,0,2,2,1,1,1,0,1,2,3,0,1,1,1,2,1
Asko Viitanen,Vas.,Seinäjoki,ammattitutkinto,1976,suomi,male,3,2,0,3,1,0,3,1,1,3,1,0,3,1,1,1,1,3,1,1,1,0,1,1,2
Teemu Vola,Kesk.,Seinäjoki,ammattitutkinto,1983,suomi,male,2,0,0,3,2,0,1,0,2,1,2,0,1,2,1,2,0,3,2,1,2,2,3,2,2
Aki Ylinen,Kesk.,Seinäjoki,alempi korkeakoulututkinto,1975,suomi,male,3,0,0,2,1,0,3,3,3,2,2,2,0,0,2,2,0,3,2,2,2,2,1,2,0
Lotta Haapala,Vas.,Seinäjoki,alempi korkeakoulututkinto,1982,suomi,other,3,0,3,3,0,3,0,0,3,3,0,0,0,3,0,0,3,3,3,0,3,0,3,0,3
Jesse Liikamaa,Vas.,Seinäjoki,ylioppilas,2002,suomi,other,3,0,2,2,3,2,0,0,1,3,0,1,2,3,0,1,3,3,3,0,3,0,3,1,3
Anne Sointula,PS,Seinäjoki,ammattitutkinto,1995,suomi,,2,0,1,3,2,0,2,3,2,2,1,2,0,0,1,2,0,3,1,3,0,3,1,2,0
Jesse Kaipio,PS,Seinäjoki,ammattitutkinto,1998,suomi,,0,1,0,0,0,0,1,3,3,3,0,3,0,0,1,3,0,0,1,3,0,3,0,0,0
Päivi Iivonen,SDP,Sievi,alempi korkeakoulututkinto,1988,suomi,female,2,1,1,0,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,0,2,0,2
Terhi Kangas,Kesk.,Sievi,joku muu,1970,suomi,female,3,2,2,2,0,0,2,2,2,2,1,0,1,1,0,1,2,3,3,1,3,0,2,1,1
Titta Kukkonen,Kok.,Sievi,alempi korkeakoulututkinto,1989,suomi,female,3,2,1,2,2,0,2,1,3,2,0,0,1,1,2,1,0,1,2,1,1,2,1,2,1
Tuulia Kukkonen,Kok.,Sievi,alempi korkeakoulututkinto,1996,suomi,female,3,2,1,2,1,1,2,1,3,2,1,0,1,1,1,2,1,2,1,2,2,2,1,1,1
Satu-päivi Nuosmaa,Kesk.,Sievi,ylempi korkeakoulututkinto,1975,suomi,female,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,0
Kirsi Nurkkala,Kesk.,Sievi,ammattitutkinto,1972,suomi,female,1,1,2,2,2,0,2,1,1,3,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2
Annu Pärkkä,Kesk.,Sievi,ammattitutkinto,1984,suomi,female,2,2,2,2,2,0,3,3,2,2,0,0,2,1,1,2,0,2,3,1,2,1,0,2,0
Veera Soldatkin-Luostari .SIT,Vihr.,Sievi,ammattitutkinto,1989,suomi,female,3,2,3,1,1,1,1,1,1,2,0,1,1,3,1,0,2,3,3,0,3,0,2,0,3
Tiina Timlin,Kesk.,Sievi,ylioppilas,1985,suomi,female,2,1,0,2,1,0,3,3,1,3,0,0,0,2,1,1,0,3,3,1,2,0,0,1,0
Tapio Aarni,Kesk.,Sievi,ammattitutkinto,1976,suomi,male,3,2,2,2,2,0,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2
Ari Ahola,PS,Sievi,ammattitutkinto,1971,suomi,male,2,1,1,1,1,0,3,2,1,2,1,1,1,1,1,1,0,1,2,3,1,1,1,0,0
Esa Kukkonen,Kok.,Sievi,alempi korkeakoulututkinto,1962,suomi,male,2,2,1,2,1,0,2,2,2,2,2,0,2,1,2,2,0,3,2,1,2,1,1,1,1
Joona Pärkkä,Kesk.,Sievi,peruskoulu,2007,suomi,male,3,3,2,2,3,0,2,2,2,1,0,2,1,1,2,2,2,1,3,1,2,0,0,1,2
Rami Rauhala,Kesk.,Sievi,ylempi korkeakoulututkinto,1975,suomi,male,1,2,2,2,0,0,3,2,1,0,0,0,1,0,1,3,1,2,3,0,3,0,2,2,2
Tapio Salonsaari,Sit,Sievi,alempi korkeakoulututkinto,1981,suomi,male,2,1,1,2,1,0,1,2,3,2,2,0,2,1,2,2,0,2,2,1,2,1,1,1,1
Maunus Voltti,Kesk.,Sievi,peruskoulu,2007,suomi,male,3,2,2,2,2,0,3,3,3,3,1,3,0,0,1,2,0,2,2,1,1,1,1,2,0
Jukka Koskinen,Kesk.,Siikainen,alempi korkeakoulututkinto,1955,suomi,male,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinikka Eirola,Vas.,Siikajoki,alempi korkeakoulututkinto,1984,suomi,female,2,0,1,0,0,2,0,1,3,3,0,1,2,3,0,1,2,2,2,0,2,0,2,1,2
Aino Liisa Haapakoski,Kesk.,Siikajoki,ylempi korkeakoulututkinto,1962,suomi,female,2,2,1,1,0,0,3,3,1,2,0,1,3,0,1,2,1,2,2,0,1,1,0,1,0
Anne Heilala,Kesk.,Siikajoki,ylempi korkeakoulututkinto,1973,suomi,female,2,3,2,1,2,2,1,3,2,2,1,1,1,1,0,1,2,2,3,2,2,1,2,2,2
Pirkko Häli,KD,Siikajoki,ammattitutkinto,1948,suomi,female,3,0,2,3,2,0,3,1,1,2,1,0,1,3,0,0,1,0,3,0,1,0,0,1,0
Helena Klaavo,Kesk.,Siikajoki,ammattitutkinto,1963,suomi,female,1,2,1,2,2,0,3,1,2,2,1,0,1,2,0,0,1,1,2,1,1,2,0,1,0
Helena Kukkonen,Sit,Siikajoki,alempi korkeakoulututkinto,1978,suomi,female,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2
Tuula Kärki,Sit,Siikajoki,ammattitutkinto,1969,suomi,female,3,0,3,3,3,0,0,3,0,3,0,0,2,3,1,3,1,3,2,2,2,0,0,1,2
Aila Mäkisalo,Vas.,Siikajoki,alempi korkeakoulututkinto,1963,suomi,female,3,1,1,1,0,0,0,1,1,3,1,0,0,3,2,0,2,2,2,0,2,1,2,1,1
Riitta-Liisa Salmenkangas,Kesk.,Siikajoki,ammattitutkinto,1975,suomi,female,1,1,3,3,1,0,2,2,2,2,0,1,0,0,1,2,0,1,2,1,2,1,0,1,1
Maarit Ukonmaanaho,SDP,Siikajoki,ammattitutkinto,1968,suomi,female,3,1,1,2,2,1,2,2,1,2,0,1,1,2,2,1,2,3,2,2,2,1,2,1,1
Ronja Vanhatalo,Kesk.,Siikajoki,ylioppilas,1997,suomi,female,2,0,0,2,2,0,2,1,2,2,0,2,0,3,0,2,0,2,2,1,1,1,0,0,1
Erik Ekman,Vas.,Siikajoki,ammattitutkinto,1949,suomi,male,2,0,2,1,2,0,1,1,1,2,0,0,2,1,1,2,1,1,2,1,2,1,2,0,2
Ahti Häikiö,SDP,Siikajoki,alempi korkeakoulututkinto,1945,suomi,male,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,0,2,0,1,0,2
Markus Kivelä,Kesk.,Siikajoki,alempi korkeakoulututkinto,1988,suomi,male,2,0,2,3,3,0,3,0,3,2,0,2,0,3,1,0,0,0,1,1,0,1,0,2,0
Janne Käkelä,Kesk.,Siikajoki,ammattitutkinto,1976,suomi,male,2,1,0,3,0,0,3,3,1,1,0,1,2,0,0,0,1,0,2,1,2,2,1,3,0
Keijo Mustonen,Kesk.,Siikajoki,ammattitutkinto,1956,suomi,male,2,3,2,2,0,0,3,3,0,1,0,3,2,0,0,3,0,3,3,0,1,0,0,3,3
Mikko Niemelä,Kesk.,Siikajoki,ammattitutkinto,1986,suomi,male,3,2,1,1,2,1,2,2,2,2,0,2,1,2,1,1,2,2,1,1,1,2,0,2,1
Pauli Nikula,Kesk.,Siikajoki,alempi korkeakoulututkinto,1963,suomi,male,2,1,1,2,1,0,3,2,2,2,0,1,1,1,1,2,1,1,2,1,1,1,0,2,0
Matti Nivala,Kesk.,Siikajoki,ylempi korkeakoulututkinto,1990,suomi,male,2,2,1,3,2,1,2,2,3,1,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1
Jari Ojala,PS,Siikajoki,alempi korkeakoulututkinto,1968,suomi,male,2,2,0,2,1,0,0,2,1,2,0,1,0,3,2,2,0,2,1,2,1,0,0,2,1
Jari Pietola,Kok.,Siikajoki,ammattitutkinto,1976,suomi,male,2,1,0,1,0,0,3,3,3,1,1,1,2,1,2,2,0,0,2,3,1,2,1,1,0
Matti Pohjola,Vas.,Siikajoki,peruskoulu,1954,suomi,male,1,0,1,0,2,1,2,0,0,1,0,1,1,3,1,2,1,3,2,0,2,1,1,1,2
Jouni Saanio,Kesk.,Siikajoki,ammattitutkinto,1963,suomi,male,3,1,1,0,0,0,2,2,2,2,0,0,0,2,0,1,0,1,2,2,0,2,1,1,0
Jussi Toppila,Kesk.,Siikajoki,joku muu,1984,suomi,male,2,1,2,2,1,1,3,2,3,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,0
Tapani Yrjänä,Kesk.,Siikajoki,ammattitutkinto,1967,suomi,male,0,3,0,3,1,0,3,3,0,1,0,1,0,0,2,2,0,0,3,0,0,3,0,3,0
Maria Aropelto,Kesk.,Siilinjärvi,ylempi korkeakoulututkinto,1982,suomi,female,2,1,0,2,1,1,2,2,1,2,1,0,1,1,1,1,1,2,2,1,2,0,1,2,3
Miia Davidsson,PS,Siilinjärvi,ammattitutkinto,1991,suomi,female,2,1,0,1,2,0,2,0,2,2,3,3,0,0,1,1,1,3,0,2,1,2,0,2,0
Pauliina Haimivaara-tikkanen,Vihr.,Siilinjärvi,ylioppilas,1991,suomi,female,3,0,2,3,1,2,0,1,2,0,0,1,0,3,0,0,1,1,3,0,2,0,2,0,3
Pirkko Halttunen,Kesk.,Siilinjärvi,joku muu,1963,suomi,female,2,1,2,1,1,0,2,2,2,2,1,0,0,1,1,1,1,1,2,1,3,0,1,2,2
Henna Hiltunen,Kok.,Siilinjärvi,joku muu,1983,suomi,female,2,1,0,0,0,0,1,3,2,0,0,0,1,1,2,2,1,3,2,0,1,1,1,2,1
Päivi Hiltunen,SDP,Siilinjärvi,alempi korkeakoulututkinto,1959,suomi,female,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1
Terhi Holm,PS,Siilinjärvi,ammattitutkinto,1980,suomi,female,2,1,2,2,3,0,3,3,0,2,0,3,2,1,2,3,0,3,0,3,0,3,0,0,0
Tuulikki Hynynen,SDP,Siilinjärvi,ylempi korkeakoulututkinto,1955,suomi,female,2,1,1,2,2,3,2,2,2,2,2,0,1,2,1,1,1,2,2,1,2,1,1,1,1
Jutta Jäntti,Kesk.,Siilinjärvi,alempi korkeakoulututkinto,1985,suomi,female,2,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2,0,2,1,1,0,1
Lilja Klaavo,KD,Siilinjärvi,ylioppilas,2003,suomi,female,2,2,2,2,1,2,3,2,1,2,2,1,2,3,1,1,2,2,2,1,1,0,1,1,0
Taina Klemelä,PS,Siilinjärvi,alempi korkeakoulututkinto,1981,suomi,female,3,3,0,0,1,0,2,2,2,2,1,1,1,0,2,2,0,3,0,3,0,2,0,1,0
Tarja Laatikainen,Vihr.,Siilinjärvi,ylempi korkeakoulututkinto,1964,suomi,female,3,1,2,2,3,3,3,2,0,2,2,0,0,3,0,0,3,3,3,0,3,0,2,0,3
Niina Laitinen,Vas.,Siilinjärvi,ammattitutkinto,1986,suomi,female,3,1,2,1,1,1,1,1,0,1,1,0,1,2,0,1,2,3,2,0,2,0,2,1,3
Karita Lehikoinen,Kok.,Siilinjärvi,alempi korkeakoulututkinto,1988,suomi,female,2,2,2,1,0,1,2,3,2,0,1,1,2,1,1,2,0,2,2,0,1,1,0,2,1
Soili Manninen,Kesk.,Siilinjärvi,ammattitutkinto,1988,suomi,female,2,0,1,3,2,0,3,2,3,2,1,1,1,2,0,1,1,3,3,0,2,2,2,1,0
Pia Matinen,Kok.,Siilinjärvi,ylempi korkeakoulututkinto,1972,suomi,female,2,1,1,2,2,2,2,2,2,1,1,0,2,2,1,2,1,2,2,1,2,1,0,0,1
Satu Mononen,Kesk.,Siilinjärvi,ammattitutkinto,1966,suomi,female,3,1,0,2,1,0,3,2,1,2,0,0,0,2,0,0,1,3,2,3,1,2,1,2,1
Miina Morko,SDP,Siilinjärvi,ylempi korkeakoulututkinto,1982,suomi,female,3,1,3,3,2,1,2,3,3,3,1,2,2,2,0,0,2,3,3,0,3,0,0,1,3
Mervi Nykänen,Kok.,Siilinjärvi,ylempi korkeakoulututkinto,1979,suomi,female,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,1
Merja Oksman,Kok.,Siilinjärvi,ammattitutkinto,1956,suomi,female,1,1,1,2,2,0,3,2,1,3,2,1,2,1,2,2,0,2,3,1,2,1,2,2,0
Milla Ollikainen,SDP,Siilinjärvi,ammattitutkinto,1988,suomi,female,2,0,1,2,3,0,2,1,1,1,1,1,1,2,1,1,1,3,1,2,2,2,2,1,2
Merja Rautiainen,Kesk.,Siilinjärvi,alempi korkeakoulututkinto,1965,suomi,female,2,1,1,2,1,0,2,3,1,2,2,0,1,1,1,1,2,2,3,1,3,0,3,2,3
Sonja Reinikka,SDP,Siilinjärvi,alempi korkeakoulututkinto,1987,suomi,female,3,1,3,1,0,3,3,0,1,1,1,1,2,3,1,1,3,3,3,0,3,0,3,1,3
Ulla Santti,Vihr.,Siilinjärvi,ylempi korkeakoulututkinto,1980,suomi,female,3,1,2,2,2,2,1,2,2,2,0,1,1,3,0,0,2,2,3,1,2,1,1,1,3
Sanna Siirilä,Kesk.,Siilinjärvi,alempi korkeakoulututkinto,1985,suomi,female,2,2,3,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,3,0,1,2,3
Katariina Syväys,SDP,Siilinjärvi,alempi korkeakoulututkinto,1969,suomi,female,3,0,3,1,1,1,1,1,0,1,0,1,3,3,0,1,1,2,2,1,2,1,1,0,3
Jaana Turtiainen-hietainen,Kok.,Siilinjärvi,ylempi korkeakoulututkinto,1988,suomi,female,1,2,1,0,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,0,2,2
Jarkko Ahokas,Kok.,Siilinjärvi,ylioppilas,1975,suomi,male,2,2,1,2,2,1,2,1,2,0,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2
Harri Apell,PS,Siilinjärvi,ammattitutkinto,1977,suomi,male,3,2,2,2,1,0,3,2,2,1,1,1,1,1,2,2,0,1,1,2,0,3,0,1,0
Matti Gröhn,PS,Siilinjärvi,ammattitutkinto,1970,suomi,male,3,1,0,2,2,0,3,2,1,3,1,1,2,0,1,1,0,2,2,3,1,2,0,1,0
Ari Haaranen,Vihr.,Siilinjärvi,joku muu,1973,suomi,male,2,0,2,1,2,2,1,1,1,2,0,0,1,3,0,1,3,1,3,0,3,0,2,1,3
Joni Hartikainen,Kesk.,Siilinjärvi,alempi korkeakoulututkinto,1989,suomi,male,2,1,0,1,2,0,2,3,2,2,1,1,0,0,1,2,0,1,2,1,1,1,0,1,0
Kari Hartikainen,Vihr.,Siilinjärvi,alempi korkeakoulututkinto,1982,suomi,male,2,1,0,2,0,1,2,2,1,2,0,1,1,3,0,0,1,2,2,1,1,0,1,1,2
Petri Hartikainen,Kesk.,Siilinjärvi,ammattitutkinto,1973,suomi,male,1,1,1,2,1,0,2,3,3,2,1,2,2,1,1,1,1,3,2,1,1,1,1,2,0
Juhani Hirvonen,Kesk.,Siilinjärvi,ammattitutkinto,1954,suomi,male,2,1,2,2,1,1,3,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,0
Jorma Häkkinen,SDP,Siilinjärvi,alempi korkeakoulututkinto,1959,suomi,male,2,1,2,1,1,1,2,2,3,3,2,0,2,2,1,2,0,2,2,1,2,0,1,1,2
Mauri Itkonen,PS,Siilinjärvi,alempi korkeakoulututkinto,1950,suomi,male,3,1,0,2,3,0,2,3,0,1,1,2,2,2,2,2,0,1,1,2,1,2,1,2,0
Toni Juvonen,Vihr.,Siilinjärvi,alempi korkeakoulututkinto,1980,suomi,male,1,0,3,0,0,3,0,3,2,0,0,1,3,3,0,1,1,3,3,0,3,0,2,3,3
Heikki Jääskeläinen,Vihr.,Siilinjärvi,ammattitutkinto,1951,suomi,male,2,1,0,2,1,0,0,2,3,2,0,0,0,1,0,0,1,3,1,1,2,1,1,1,0
Juha Kinnunen,Vihr.,Siilinjärvi,ylempi korkeakoulututkinto,1978,suomi,male,2,1,1,2,2,1,0,2,1,2,1,1,0,3,0,1,3,3,3,0,2,1,2,1,3
Aki Korkalainen,Kok.,Siilinjärvi,alempi korkeakoulututkinto,1970,suomi,male,3,0,3,3,0,1,3,3,2,1,1,3,3,2,2,1,1,2,3,1,1,1,1,2,2
Pasi Kuosmanen,Kesk.,Siilinjärvi,ammattitutkinto,1974,suomi,male,3,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1
Eero Lappi,PS,Siilinjärvi,ammattitutkinto,1969,suomi,male,2,2,0,1,0,0,2,2,2,0,0,1,1,0,1,1,0,2,0,3,0,3,1,1,0
Arto Lintu,Kesk.,Siilinjärvi,peruskoulu,1983,suomi,male,2,1,2,2,2,0,2,1,1,2,2,2,1,2,1,1,2,3,2,1,2,1,1,1,2
Simo Lyytinen,Kesk.,Siilinjärvi,alempi korkeakoulututkinto,1987,suomi,male,2,0,2,2,2,1,2,2,3,1,2,1,1,0,2,3,0,3,3,1,2,1,1,2,1
Anton Malyshev,Kesk.,Siilinjärvi,alempi korkeakoulututkinto,1985,suomi,male,3,1,2,2,1,2,2,2,1,1,2,1,2,2,1,1,3,2,2,1,2,1,2,1,1
Hannu Mönkkönen,Kesk.,Siilinjärvi,ylempi korkeakoulututkinto,1974,suomi,male,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,3,1,2,1,2,2,2
Osmo Niskanen,Kesk.,Siilinjärvi,alempi korkeakoulututkinto,1961,suomi,male,2,2,1,2,2,0,1,2,1,3,1,1,0,2,0,2,0,3,2,1,2,1,1,1,0
Petja Nissinen,PS,Siilinjärvi,ylioppilas,1985,suomi,male,1,1,1,2,1,0,2,2,1,2,1,0,0,1,1,2,0,2,1,3,0,2,1,0,0
Henri Nummela,Kok.,Siilinjärvi,ammattitutkinto,1980,suomi,male,3,1,1,1,2,1,3,3,2,3,1,2,1,1,1,1,1,2,1,2,0,1,1,1,0
Kari Ojala,Kok.,Siilinjärvi,ylempi korkeakoulututkinto,1957,suomi,male,0,1,2,2,0,1,3,3,3,1,0,1,0,0,1,2,0,1,2,0,1,1,1,1,1
Mikko Paldanius,PS,Siilinjärvi,ammattitutkinto,1978,suomi,male,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2
Aki Partanen,Kesk.,Siilinjärvi,ylempi korkeakoulututkinto,1970,suomi,male,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1
Joona Pellikka,PS,Siilinjärvi,joku muu,1975,suomi,male,3,1,2,1,0,1,3,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,0
Vesa Pennanen,Kok.,Siilinjärvi,alempi korkeakoulututkinto,1973,suomi,male,3,1,1,2,1,1,2,2,3,1,0,0,0,1,0,1,1,3,2,2,2,2,2,0,2
